Subject_ID,Trial_ID,C3_Wavelet_F1,C3_Wavelet_F2,C3_Wavelet_F3,C3_Wavelet_F4,C3_Wavelet_F5,C3_Wavelet_F6,C3_Wavelet_F7,C3_Wavelet_F8,C3_Wavelet_F9,C3_Wavelet_F10,C4_Wavelet_F1,C4_Wavelet_F2,C4_Wavelet_F3,C4_Wavelet_F4,C4_Wavelet_F5,C4_Wavelet_F6,C4_Wavelet_F7,C4_Wavelet_F8,C4_Wavelet_F9,C4_Wavelet_F10,Cz_Wavelet_F1,Cz_Wavelet_F2,Cz_Wavelet_F3,Cz_Wavelet_F4,Cz_Wavelet_F5,Cz_Wavelet_F6,Cz_Wavelet_F7,Cz_Wavelet_F8,Cz_Wavelet_F9,Cz_Wavelet_F10,C3_Optimized_F1,C3_Optimized_F2,C3_Optimized_F3,C3_Optimized_F4,C3_Optimized_F5,C4_Optimized_F1,C4_Optimized_F2,C4_Optimized_F3,C4_Optimized_F4,C4_Optimized_F5,Cz_Optimized_F1,Cz_Optimized_F2,Cz_Optimized_F3,Cz_Optimized_F4,Cz_Optimized_F5,Target
3,23,0.0683512511038289,-0.4094088305715577,1.889547656126583,-0.6758047342213966,-0.9134125373224152,-0.4550331739875662,-0.4127616131901064,0.5956436518043213,-1.991537786531414,0.4260258668340019,-0.5412854416399674,0.7768230044256033,-0.0476437111570443,0.5186944577177797,-0.3914018120818318,0.4380225974216751,1.663769789448251,-0.7392364314551072,-0.107194475161126,-0.4862172857531241,1.5929817942594646,-0.4339415990100517,-0.7326922013038443,-0.5782769139641375,-0.135717382318232,-0.7935050176726108,-0.3684499890866967,0.1572018550970779,-0.1154734099237327,0.8317085769758473,0.0505653915492061,-0.2431369691998651,1.2903078442826543,-0.969518931182458,-1.039710631281947,-0.5503228827148412,0.8988706986604008,-0.0445789293220838,0.6380145762755809,-0.2143770848849553,1.6981778683202082,-0.2858140926722728,-0.4543898009715392,-0.4868395755979173,-0.0803174200705754,2
1,30,0.4438194281462284,0.7746340534293368,-0.926930471578083,-0.0595253560618,-3.241267340069073,-1.0243876413342898,-0.2525681513931603,-1.2477831819648495,1.6324113039316352,-1.430141377960633,-0.4400444866969837,0.1307405772860913,1.4412732890661155,-1.4358621511794394,1.1631637521549596,0.010233061019587,-0.9815086510479508,0.4621034742632707,0.19905969557347,-0.6002168771587947,0.0698020849900189,-0.3853135968617602,0.113517345251248,0.6621306745210467,1.586016816145352,-1.237815498826849,2.133033374656266,-1.9520877995225017,-0.1517850950355833,0.5883172064845765,0.6485047604489947,1.088632464267946,-0.644950004690092,-0.0338914341624039,-1.9472821144966248,-0.22804065726401,0.0777178158528834,1.7050360633092856,-0.820148161507381,0.9526027670559644,0.0938751007572679,-0.2016237916951869,0.1492149725599323,0.5176900293982123,0.9804198117575396,3
5,50,0.8995998754332507,0.3072995208766093,0.8128621188389601,0.6296288419236122,-0.8289950109220723,-0.5601810401969696,0.7472936051232618,0.6103702654334648,-0.0209015939641481,0.117327383308782,1.277664895788425,-0.5915713888358299,0.5470973811700379,-0.202192652433894,-0.2176812032272203,1.09877685198719,0.8254163489880298,0.8135096360006385,1.305478807154329,0.021003841632759,0.6819529712949639,-0.310266756593456,0.3241663524884421,-0.1301430543676845,0.0969959649927181,0.5951570254369136,-0.8182206832334725,2.09238727568546,-1.006017381499702,-1.2141886127877322,1.054797457030091,0.3848540928542681,1.049875678130991,0.8119807777714145,-0.4901069098540448,1.2705359149777176,-0.3298358100206294,0.5741945029816325,-0.1903705494200972,-0.3020771162262731,0.5802840211293816,-0.1914553817877941,0.2084362682514758,-0.1641768467290191,0.1084626401236491,0
6,7,-1.4394615966337303,-0.3834875261947617,0.8862019661293755,-0.233703179314005,0.0443505574990673,-1.1761274779890711,0.4455069012813843,-1.461756656035722,0.289882811537126,-0.187224956348814,-1.7432852472117588,1.0694779520408697,-0.163865263462968,1.8607780541191656,1.4782521148224634,-0.8794678402467568,-0.7917199786555795,-1.1719768544504452,-1.5864636184263343,-0.4221771749509968,1.4437472096857615,-1.9149073696095225,0.8519444675646848,0.768339454305004,0.5546927942236286,0.7331733647443522,-1.104221788547133,0.7615718412975966,-0.5492581815410705,-2.4591933620785484,-0.8390496725886611,-0.3943671138288737,0.8297826549271138,-0.3043070713117193,0.0655457185874963,-1.840918004846901,0.8798449537070098,-0.0890445125211382,2.650945043827311,2.097810807288471,1.0871274539552798,-2.289101569350115,0.490238278838719,0.5118796014027279,0.3976088462574036,2
1,3,-0.1109319356295101,0.9763091264811028,-1.4528494590723608,0.7840064109141683,-0.1577239582541034,-1.3550579555179325,1.0326004040179766,-1.810131324996016,-1.912706517064219,0.362476458805302,0.571347510326788,0.9705238200132108,0.7419630165294652,1.476658625429629,0.700242953362419,-0.1322994439424626,-0.0736111157919063,-0.2822211889872109,0.2954775244231833,-1.0973458685666584,0.3409221985589535,-0.0864135068316134,0.2756351578874076,0.2787230349706611,-2.452264601315733,-0.901293818664668,-0.1086286640888555,-0.0554849582976737,0.259389308999694,0.3023482903316427,-0.1663665843954158,1.461180203063065,-1.5333833825725964,0.9948942688709196,-0.2278741696669353,0.7711176764825848,0.7253191345834298,0.705268593979069,0.929053677153716,1.018188985667307,0.3771194883671407,-0.0629645800511794,0.3229619031429919,0.3116480966668299,-2.1044420556008294,2
8,39,0.2423336860831125,2.047398921130238,0.1148614682138955,1.551262854732971,0.1699729029073083,1.153245186428456,1.026579846552078,0.1660881325081512,-1.0203832472621548,-0.2690944379289504,1.489045173884479,0.8778251684801136,-0.4336503267718471,-0.3423086386243993,-1.7308731037655674,1.444338791981811,0.8860635602461532,-0.1370778210418529,0.2001344191734226,-2.17086582813041,-0.4867144960427494,1.3344456408641356,0.9815473767300812,0.330700557063932,-0.0147182586349366,0.7964054296963266,-0.2813851065510864,-1.6646931961950078,-0.0061991396738724,0.4031193270855771,0.200834432568287,2.3205236863361547,0.0850142124649454,0.8933153902978755,0.1068925119126938,0.9351886254782996,0.5722565917650696,-0.2770276121701519,-0.3905312807345474,-1.1802478980798747,-0.411598525622815,1.8639382048086248,0.9559894930357494,0.3861119945332083,-0.0098953777497528,3
10,19,-0.503237485665748,1.0453127930076107,-0.2358598081506769,-0.076763909028332,1.6829264643729365,2.3816367945079504,0.7860339557120828,-0.2871400974233853,-0.3746613283561439,-0.81867698531858,-0.6252381835535565,-0.2736097435039684,1.9642529669949,-0.1972216708535237,-1.2260530041981026,0.0416652671253828,0.1781284257610645,0.0356354598504558,0.7996912225852074,0.0690055113590333,0.7687274921473288,-0.780343354057715,1.7807294381452228,0.252479788343585,0.4002189704070378,-0.7845118938133024,0.4718269912663959,0.651065056670304,-1.16976843382509,-1.6590915883876567,-0.3043928385225423,1.2934754920640883,-0.1609233446816392,-0.0816741195330548,2.256316316283036,-0.3683930442258186,-0.2832778981108239,1.4402225118360503,-0.1662434445802799,-1.1941387726895831,0.6573421865842889,-0.8964762684112391,1.7443706856739625,0.2737384564228573,0.4949998176788359,0
8,40,-1.0372461543264564,-0.1903386780836082,-0.8756182533847572,-1.382799730964336,0.9261775475316414,1.9094166404701305,-1.3985675738191412,0.5629692366905709,-0.6506425691218269,-0.487125383764696,-0.5923939242388692,-0.863990769679816,0.0485216279448269,-0.8309501164110378,0.2704568257798388,-0.0502381094491369,-0.2389480468664097,-0.907563662041598,-0.5767713305683327,0.755391225825756,0.5009171876243808,-0.977555244798551,0.0993323054292258,0.751387123371789,-1.6694052811213718,0.543360192379935,-0.6626237589458467,0.5705986685931593,-0.7632591565425169,-1.804882100664519,-1.0451399903498757,-0.1413092870642916,-0.5383623465947714,-1.5357650958918891,0.7304119117085817,-0.6405189530255966,-0.5653633460195323,0.0476065149839491,-0.8580303091835477,0.1492444421595976,0.4190694621874237,-0.6201753948188726,0.055961334638182,1.1195369329538432,-1.3728418517512684,0
2,20,0.8356921120651418,-1.129706854657618,0.5298041779152828,1.4415686206579004,-2.4716445001272893,-0.7968952554704768,0.57707212718054,-0.2030453860429927,0.3711458733713088,-0.6039851867158206,0.0865897874728999,-0.1556772353920794,1.1677820616598074,0.2544208433012131,0.3376026620752022,-0.4118769661224674,-0.4876062240724935,-0.4325581878196209,0.3944521423782968,-0.4209844808202629,0.2897748568964129,2.075400798645439,0.8711247034316923,-0.3260235321678411,1.2012139221639448,-0.4080753730215514,-2.038124535177854,-1.008086310917404,-1.870791921025856,-0.3515134840413086,1.0426173179517737,-1.1327800979924345,0.3879293450113931,2.017582787103289,-2.1846648760178904,0.0903610204605969,-0.2189556898910226,1.3128649646647317,0.156951719747888,0.4860911578733007,0.3267814396997025,1.7327637794528776,0.5568856947110565,-0.421882662920061,1.3454469882578686,2
4,30,0.1818662550584951,0.248220586300336,-0.4593608995402441,-0.8498443694647918,0.8303358165442456,-0.8560838259088672,0.0715662372193924,-0.4776574467651167,0.4789798257463918,0.3336621052869483,1.0375399442578992,-0.510016398854747,-0.2698749352933712,-0.9787637157823074,-0.4442932600761116,0.3773004930448522,0.7569886166453519,-0.9221653241776254,0.8696059201056602,1.355637858804951,0.4134349032237008,1.876795812558066,-0.773789199103573,-1.244654703311417,-1.7787202489042786,1.496044311489183,0.6543656563540577,-0.055584670910455,0.2799686263198203,-1.1254890472983765,0.182937207034455,0.2758858219655801,-0.2379995601009025,-1.1660917782242075,1.189139103473973,1.1051182239283868,-0.6103115438802588,-0.3838969284500833,-1.18160137155654,-0.2899186987033229,0.4449751740263621,2.0770781647463497,-0.7150823320141205,-1.538946133252601,-2.551337653530029,1
